title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe,Siliconfree,Vegan
Homme Energising Scalp Tonic,en,https://image.labiosthetique.com/i/square-1440/m2-product:homme_energising_scalp_tonic_412815_150ml_edb4919.jpg/feed-media.jpg,https://www.labiosthetique.de/homme-energising-scalp-tonic,/homme-energising-scalp-tonic,003315,"The cooling lotion invigorates the scalp, activates its natural functions and therefore supports hair growth and hair density – for a scalp that feels fresh and healthy.","21,00 €","140,00 € / 1 l",150 ml,Haar- & Kopfhautpflege,"After washing the hair, apply to the scalp along the parting. Do not rinse out.","ALCOHOL DENAT., AQUA (WATER), CAFFEINE, PARFUM (FRAGRANCE), MENTHOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, MENTHYL LACTATE, PENTYLENE GLYCOL, MAGNESIUM ASPARTATE, ZINC GLUCONATE, LINALOOL, LIMONENE, GLYCERIN, LINALYL ACETATE, PINENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CITRUS AURANTIUM PEEL OIL, GERANIOL, COPPER GLUCONATE, LAVANDULA OIL/EXTRACT, CITRUS LIMON PEEL OIL, TERPINEOL, COUMARIN, CITRAL, BETA-CARYOPHYLLENE, PHENOXYETHANOL, SODIUM CARRAGEENAN, JANIA RUBENS EXTRACT, ETHYLHEXYLGLYCERIN",yes,yes
Spa Relaxing Body Wash ,en,https://image.labiosthetique.com/i/square-1440/m2-product:spa_relaxing_body_wash_329695_250ml_ad112a5.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-relaxing-body-wash?childSku=4040218855166,/spa-relaxing-body-wash?childSku=4040218855166,002246,Relaxing cleansing for the body,"25,00 €","100,00 € / 1 l",250 ml,Hautpflege,"Distribute on moistened skin with the hands or a washing mitt, lather and then rinse off with warm water.","AQUA (WATER), LAURYL GLUCOSIDE , SODIUM LAURETH SULFATE, SODIUM LAUROYL OAT AMINO ACIDS, PARFUM (FRAGRANCE), BETAINE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, FRUCTOOLIGOSACCHARIDES, ALPHA-GLUCAN OLIGOSACCHARIDE, BETA VULGARIS (BEET) ROOT EXTRACT, INULIN, MARIS SAL (SEA SALT), PHENOXYETHANOL, SODIUM BENZOATE, SODIUM GLUCONATE, SODIUM LACTATE, COCO-GLUCOSIDE , GLYCERYL OLEATE, LACTIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, TROMETHAMINE, LIMONENE, SODIUM CITRATE, BENZOIC ACID, CITRUS LIMON PEEL OIL, SODIUM POLYPHOSPHATE, CITRUS AURANTIUM PEEL OIL, DEHYDROACETIC ACID, CITRIC ACID, POTASSIUM LACTATE, TETRASODIUM EDTA, PINENE, CITRAL, ETHYLHEXYLGLYCERIN, TOCOPHEROL, HYDROGENATED VEGETABLE GLYCERIDES CITRATE, LECITHIN, ASCORBYL PALMITATE",yes,no
Sensual Lipstick Brilliant B242 Choco Sorbet,en,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_brilliant_b242_choco_sorbet_378673_3_3g_c77b7fc.jpg/feed-media.jpg,https://www.labiosthetique.de/sensual-lipstick-brilliant?childSku=4040218869866,/sensual-lipstick-brilliant?childSku=4040218869866,019955,The lipstick contains high-quality conditioning oils for a film star pout.,"26,50 €",,"3,3 g",Make-Up,Simply apply Sensual Lipstick Brilliant to the lips for shimmering shine. A lip brush provides a more precise application. Gently outline the lip line with a lip liner to match the colour of the lipstick for more intense colour brilliance.,"POLYGLYCERYL-2 TRIISOSTEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, MICA, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), CI 77491 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE), CI 77499 (IRON OXIDES), ETHYL VANILLIN, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, AROMA (FLAVOR), SILICA, ASCORBYL PALMITATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL, CI 77492 (IRON OXIDES), DISTEARDIMONIUM HECTORITE, POLYHYDROXYSTEARIC ACID",yes,yes
Sensual Lipstick Glossy G334 Lavender Pink,en,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_glossy_g334_lavender_pink_388835_3_3g_2815ba7.jpg/feed-media.jpg,https://www.labiosthetique.de/sensual-lipstick-glossy?childSku=4040218875966,/sensual-lipstick-glossy?childSku=4040218875966,019202,The gloss lipstick contains high-quality conditioning oils for delicately eyecatching lips.,"26,50 €","8,03 € / 1 g","3,3 g",Make-Up,Simply apply Sensual Lipstick Glossy to the lips for stunning shine. Gently outline the lip line with a lip liner to match the colour of the glossy lipstick for a more intense colour effect.,"CAPRYLIC/CAPRIC TRIGLYCERIDE, POLYGLYCERYL-2 TRIISOSTEARATE, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), BIS-DIGLYCERYL POLYACYLADIPATE-2, SYNTHETIC WAX, CI 77891 (TITANIUM DIOXIDE), ETHYLENE/PROPYLENE COPOLYMER, CI 77492 (IRON OXIDES), CI 15850 (RED 7 LAKE), AROMA (FLAVOR), SILICA, CI 42090 (BLUE 1 LAKE), LECITHIN, TOCOPHEROL, ASCORBYL PALMITATE, BENZYL ALCOHOL, CITRIC ACID, DISTEARDIMONIUM HECTORITE, POLYHYDROXYSTEARIC ACID, CALCIUM SODIUM BOROSILICATE, TIN OXIDE",yes,yes
Homme Eau de Toilette,en,https://image.labiosthetique.com/i/square-1440/m2-product:homme_eau_de_toilette_409748_50ml_eefda43.jpg/feed-media.jpg,https://www.labiosthetique.de/eau-de-toilette-homme-1,/eau-de-toilette-homme-1,003775,"The masculine eau de toilette is a fascinating composition of powerful, soft and elegant scent components.","68,50 €","1.370,00 € / 1 l",50 ml,Hautpflege,"Spray onto the pulse points on the wrists, neck or nape from a distance of approximately 20 cm.","ALCOHOL DENAT. , PARFUM (FRAGRANCE), AQUA (WATER), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, LINALYL ACETATE, CITRUS LIMON (LEMON) PEEL OIL, PINENE, BENZYL SALICYLATE, LINALOOL, CITRAL, COUMARIN, BETA-CARYOPHYLLENE, TERPINEOL, HEXADECANOLACTONE, BENZYL BENZOATE, GERANYL ACETATE, TERPINOLENE, CITRUS AURANTIUM PEEL OIL, ROSE KETONES, ALPHA-TERPINENE, GERANIOL, CITRONELLOL, SCLAREOL, ETHYLHEXYL METHOXYCINNAMATE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE",no,no
Brilliant Nail Finish,en,https://image.labiosthetique.com/i/square-1440/m2-product:brilliant_nail_finish_325345_9ml_1bbfb3c.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail-finish,/brilliant-nail-finish,020999,Brilliant Nail Finish makes nails dry faster and gives hands and feet a perfect finish.,"18,50 €",,9 ml,Make-Up,"After application and drying of your nail polish and/or top coat, lightly and flatly place the brush of Brilliant Nail Finish on the nail. Instantly distributes itself over the whole nail. And your polish is complete.","C11-14 ISOPARAFFIN, PARAFFINUM LIQUIDUM (MINERAL OIL), DISILOXANE",no,yes
Frizz Control Smoothing Shampoo,en,https://image.labiosthetique.com/i/square-1440/m2-product:frizz_control_smoothing_shampoo_247253_250ml_9237cf5.jpg/feed-media.jpg,https://www.labiosthetique.de/frizz-control-smoothing-shampoo,/frizz-control-smoothing-shampoo,120601,"Smoothing Shampoo calms your hair as you wash, tames its texture, and protects it from external influences.","26,50 €","106,00 € / 1 l",250 ml,Haar- & Kopfhautpflege,"Evenly distribute Smoothing Shampoo on to hair and scalp, and gently massage in. Then rinse thoroughly.","AQUA (WATER), SODIUM LAURETH SULFATE, DISODIUM COCOAMPHODIACETATE , SODIUM CHLORIDE, GLYCERIN, PEG-40 HYDROGENATED CASTOR OIL, PROPYLENE GLYCOL, PARFUM (FRAGRANCE), POLYQUATERNIUM-10, LAURETH-3, SODIUM BENZOATE, PEG-7 GLYCERYL COCOATE, PANTHENOL, PEG-150 PENTAERYTHRITYL TETRASTEARATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, BENZOIC ACID, HEXAMETHYLINDANOPYRAN, POLYSORBATE 20, BENZYL SALICYLATE, LIMONENE, ALPHA-ISOMETHYL IONONE, CITRONELLOL, SODIUM ACETATE, CITRIC ACID, ISOPROPYL ALCOHOL",yes,yes
Automatic Pencil for Lips LL38 Pecan,en,https://image.labiosthetique.com/i/square-1440/m2-product:automatic_pencil_for_lips_ll38_pecan_407259_0_35g_2e3422c.jpg/feed-media.jpg,https://www.labiosthetique.de/automatic-pencil-for-lips?childSku=4040218864564,/automatic-pencil-for-lips?childSku=4040218864564,019036,The waterproof lip liner creates wonderfully defined lips.,"25,00 €",,"0,35 g",Make-Up,Twist the liner out of the automatic case and gently outline or shade the lip line. Caution: you cannot twist the liner back into the case!,"SYNTHETIC WAX, ISODODECANE, HYDROGENATED POLYCYCLOPENTADIENE, MICA, CI 77891 (TITANIUM DIOXIDE), CI 77491 (IRON OXIDES), POLYGLYCERYL-10 PENTAISOSTEARATE, HYDROGENATED POLY(C6-14 OLEFIN), HYDROGENATED POLYDECENE, HYDROGENATED POLYISOBUTENE, POLYBUTENE, DISTEARDIMONIUM HECTORITE, CI 75470 (CARMINE), PROPYLENE CARBONATE, POLYETHYLENE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CI 77499 (IRON OXIDES)",no,no
BELAVANCE® Manicare,en,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_manicare_413540_100ml_95d8c45.jpg/feed-media.jpg,https://www.labiosthetique.de/manicare-2,/manicare-2,020409,Manicare hand scrub contains finest Himalayan salt and high-quality oils to rapidly give you exquisitely beautiful hands.,"30,50 €",,100 ml,Make-Up,Wash and dry hands. Vigorously shake the bottle until the salt and oil are completely mixed together. Pour some Manicare into the hands and vigorously massage into the hands with hand-washing movements for about one to two minutes. Then briefly rinse the hands with lukewarm water and gently dab dry with a soft towel. No need to apply hand cream. Enjoy the wonderfully fresh scent.,"GLYCINE SOJA (SOYBEAN) OIL, SODIUM CHLORIDE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, PERSEA GRATISSIMA (AVOCADO) OIL, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, PARFUM (FRAGRANCE), TOCOPHERYL ACETATE, RETINYL PALMITATE, TOCOPHEROL, LECITHIN, ASCORBYL PALMITATE, GLYCERYL STEARATE, GLYCERYL OLEATE, CITRIC ACID",yes,yes
Volumising Mousse,en,https://image.labiosthetique.com/i/square-1440/m2-product:volumising_mousse_398066_200ml_95467c1.jpg/feed-media.jpg,https://www.labiosthetique.de/volumising-mousse?childSku=4040218870763,/volumising-mousse?childSku=4040218870763,110268,"The vegan volumising mousse for long-lasting fullness and stable, carefree volumised looks.","25,50 €","127,50 € / 1 l",200 ml,Styling,Shake the can and hold upside down when using. Work the foam evenly into towel-dried hair up to the roots and style the hair as desired.,"AQUA (WATER), BUTANE, PROPANE, PVP, VP/VA COPOLYMER, PEG-40 HYDROGENATED CASTOR OIL, POLYQUATERNIUM-16, SODIUM BENZOATE, PARFUM (FRAGRANCE), COCAMIDOPROPYL BETAINE, PHENOXYETHANOL, CETRIMONIUM CHLORIDE, LAURETH-4, PANTHENOL, ETHYLHEXYLGLYCERIN, SODIUM CHLORIDE, CITRIC ACID, HEXYL CINNAMAL, CITRONELLOL, LINALOOL, TERPINEOL",yes,yes
Calming Scalp Lotion,en,https://image.labiosthetique.com/i/square-1440/m2-product:calming_scalp_lotion_387049_100ml_18cae1b.jpg/feed-media.jpg,https://www.labiosthetique.de/calming-scalp-lotion,/calming-scalp-lotion,120095,"The soothing lotion calms stressed scalps, soothes irritations and reduces the proneness to irritation of sensitive scalps. For all lovers of Lotion Ergines E this will be your new favorite product.","31,00 €","310,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,"After washing the hair, apply to the scalp along the parting and gently massage in. Do not rinse out.","AQUA (WATER), DIPROPYLENE GLYCOL, XANTHAN GUM, DIPOTASSIUM GLYCYRRHIZATE, HYDROXYACETOPHENONE, BUTYLENE GLYCOL, PENTYLENE GLYCOL, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, BOSWELLIA SERRATA GUM, MICROCRYSTALLINE CELLULOSE, PANTHENOL, ALLANTOIN, CELLULOSE GUM, GLYCERIN, HYDROXYPHENYL PROPAMIDOBENZOIC ACID, GLYCOL DISTEARATE, DISODIUM LAURYL SULFOSUCCINATE, BETA-GLUCAN, GLYCERYL LAURATE, SODIUM BENZOATE, CITRIC ACID, ASCORBYL PALMITATE",yes,yes
Brow Definer B00 Black Brown,en,https://image.labiosthetique.com/i/square-1440/m2-product:brow_definer_b00_black_brown_406080_0_09g_bdb8d5a.jpg/feed-media.jpg,https://www.labiosthetique.de/brow-definer?childSku=4040218889963,/brow-definer?childSku=4040218889963,017614,"The stylishly slim Brow Definer effortlessly defines precise, natural-looking eyebrows, fills in individual hairs and shades contours. Its ultra-fine tip delivers on-point results with just one twist. With vegan, natural ingredients and caring vitamins.","24,50 €",,"0,09 g",Make-Up,"Twist out the fine tip and draw short, hair-like lines for natural brow definition. Light pressure is sufficient. Slightly stronger pressure intensifies the line thickness and expression. Blend with the integrated brush and shape the brows – for a perfect result in seconds!","OCTYLDODECANOL, HYDROGENATED VEGETABLE OIL, CI 77499 (IRON OXIDES), MICA, ORYZA SATIVA (RICE) BRAN WAX, CI 77491 (IRON OXIDES), SYNTHETIC WAX, COPERNICIA CERIFERA CERA (CARNAUBA WAX), ETHYLCELLULOSE, CI 77492 (IRON OXIDES), CI 77510 (FERRIC FERROCYANIDE), TOCOPHEROL, ASCORBYL PALMITATE",yes,yes
Natural Skin 1/4 Light Peach,en,https://image.labiosthetique.com/i/square-1440/m2-product:natural_skin_1_4_light_peach_390387_30ml_cfc3772.jpg/feed-media.jpg,https://www.labiosthetique.de/natural-skin?childSku=4040218841862,/natural-skin?childSku=4040218841862,021684,"With medium coverage, moisturising and conditioning components, the delicate foundation creates a silky smooth, naturally even complexion.","42,50 €",,30 ml,Make-Up,"After face care, apply and blend with the fingers or with a make-up sponge or brush.","AQUA (WATER), CI 77891 (TITANIUM DIOXIDE), CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL SALICYLATE, PENTYLENE GLYCOL, SILICA, ALCOHOL DENAT., SQUALANE, STEARIC ACID, PALMITIC ACID, GLYCOL STEARATE, MYRISTYL MYRISTATE, CETEARYL ALCOHOL, CI 77492 (IRON OXIDES), ETHYLHEXYL PALMITATE, SODIUM CETEARYL SULFATE, CI 77491 (IRON OXIDES), TOCOPHERYL ACETATE, XANTHAN GUM, PARFUM (FRAGRANCE), HYDROLYZED JOJOBA ESTERS, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, MYRISTIC ACID, SODIUM HYDROXIDE, CI 77499 (IRON OXIDES), ARACHIDIC ACID, TOCOPHEROL, JOJOBA ESTERS, CITRONELLOL, TRIHYDROXYSTEARIN, TERPINEOL, VANILLIN, HEXYL CINNAMAL, ALPHA-ISOMETHYL IONONE, ALUMINA, MAGNESIUM OXIDE, SODIUM HYALURONATE, GLUCOMANNAN",yes,yes
Fresh Skin 1/2 Light Beige,en,https://image.labiosthetique.com/i/square-1440/m2-product:fresh_skin_1_2_light_beige_247811_30ml_72fdd75.jpg/feed-media.jpg,https://www.labiosthetique.de/fresh-skin?childSku=4040218845662,/fresh-skin?childSku=4040218845662,021007,"Moisturisers condition the skin, and balancing pigments reduce colour unevenness – for a naturally balanced complexion in one simple application!","34,00 €",,30 ml,Make-Up,Simply apply to skin that has been cleansed and moistened with face lotion with the fingers and work in.,"AQUA (WATER), GLYCERIN, CI 77891 (TITANIUM DIOXIDE), CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL STEARATE, SQUALANE, CETEARYL ALCOHOL, HYDROGENATED COCO-GLYCERIDES, CETYL PALMITATE, MICA, STEARIC ACID, PALMITIC ACID, GLYCERYL STEARATE, POTASSIUM PALMITOYL HYDROLYZED WHEAT PROTEIN, TOCOPHEROL, TIN OXIDE, PHENOXYETHANOL, POTASSIUM CETYL PHOSPHATE, MICROCRYSTALLINE CELLULOSE, XANTHAN GUM, HYDROXYACETOPHENONE, CELLULOSE GUM, BENZOIC ACID, CAPRYLYL GLYCOL, DEHYDROACETIC ACID, PARFUM (FRAGRANCE), LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, LINALOOL, CITRAL, PINENE, CI 77499 (IRON OXIDES), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES)",yes,yes
Dermosthétique Carrot Stem Cell Redness Relief Serum,en,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_carrot_stem_cell_redness_relief_serum_247939_30ml_994f5e3.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-carrot-stem-cell-redness-relief-serum,/dermosthetique-carrot-stem-cell-redness-relief-serum,002274,"The powerful effect concept soothes irritations, combats the causes of visible thread veins and redness and prevents them from reforming by supporting the skin’s defence mechanisms.","104,50 €","3.483,33 € / 1 l",30 ml,Hautpflege,"Apply to the affected areas of cleansed and toned skin in the morning and evening, then continue with your usual care. This care can also be used on its own.","AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, SQUALANE, CETEARYL ETHYLHEXANOATE, HYDROGENATED COCO-GLYCERIDES, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE , CETYL PALMITATE, DAUCUS CAROTA SATIVA (CARROT) ROOT EXTRACT, LACTOBACILLUS FERMENT, AVENA SATIVA (OAT) KERNEL EXTRACT, CORALLINA OFFICINALIS EXTRACT, PALMARIA PALMATA EXTRACT, SODIUM HYALURONATE, SODIUM HYALURONATE CROSSPOLYMER, GLUCOMANNAN, SCHIZOPHYLLAN, POTASSIUM CETYL PHOSPHATE, TOCOPHERYL ACETATE, ISOPROPYL MYRISTATE, BRASSICA CAMPESTRIS (RAPESEED) STEROLS, BEHENYL ALCOHOL, GLYCERYL STEARATE, PALMITIC ACID, STEARIC ACID, TOCOPHEROL, CETYL ALCOHOL, LAURYL ALCOHOL, GLYCINE SOJA (SOYBEAN) OIL, LECITHIN, MYRISTYL ALCOHOL, CITRIC ACID, PHENOXYETHANOL, BENZOIC ACID, DEHYDROACETIC ACID, SODIUM BENZOATE, POTASSIUM SORBATE",yes,yes
BELAVANCE® Brilliant Nail Cotton,en,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_brilliant_nail_cotton_413253_8ml_30308fb.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail?childSku=4040218896862,/brilliant-nail?childSku=4040218896862,020437,Brilliant Nail nail polish gives finger and toe nails a cheeky look with high shine and is also long-lasting,"19,00 €",,8 ml,Make-Up,"Simply apply a thin coat of Brilliant Nail to the already dry base coat and/or directly to the nail. Would you like a more intense colour result? If so, simply apply a second coat. For more durability fix the nails with the Superior Nail Treatment top coat. And if you are in a rush, use Brilliant Nail Finish for fast-drying nails.","BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ACETYL TRIBUTYL CITRATE, ISOPROPYL ALCOHOL, STEARALKONIUM BENTONITE, N-BUTYL ALCOHOL, ACRYLATES COPOLYMER, BENZOPHENONE-1, SILICA, TRIMETHYLPENTANEDIYL DIBENZOATE, POLYVINYL BUTYRAL, ALUMINA, CI 77891 (TITANIUM DIOXIDE), AQUA (WATER), GLYCERIN, TUBER AESTIVUM EXTRACT, CI 15850 (RED 6 LAKE), CI 19140 (YELLOW 5 LAKE), CITRIC ACID, PHENOXYETHANOL",yes,yes
Curl Defining Styling Fluid,en,https://image.labiosthetique.com/i/square-1440/m2-product:curl_defining_styling_fluid_247195_125ml_36c38e2.jpg/feed-media.jpg,https://www.labiosthetique.de/curl-defining-styling-fluid,/curl-defining-styling-fluid,120483,The styling and finishing fluid tames stubborn curls with deep moisture. Unruly structures turn into expressive curls with lively shine.,"26,50 €","212,00 € / 1 l",125 ml,"Haar- & Kopfhautpflege,Styling","Distribute the desired amount of fluid between your palms, and work into damp hair. Can also be applied as a glossing fluid to dry hair.","AQUA (WATER), NEOPENTYL GLYCOL DIHEPTANOATE, CETYL ALCOHOL, POLYQUATERNIUM-10, POLYQUATERNIUM-32 , GLYCERYL STEARATE, PEG-100 STEARATE, CETRIMONIUM CHLORIDE, PARAFFINUM LIQUIDUM (MINERAL OIL), ARGANIA SPINOSA (ARGAN) KERNEL OIL, BENZOIC ACID, PROPYLENE GLYCOL DIBENZOATE, PANTHENOL, PARFUM (FRAGRANCE), TROMETHAMINE, TOCOPHERYL ACETATE, PPG-1 TRIDECETH-6, PG-HYDROXYETHYLCELLULOSE COCODIMONIUM CHLORIDE, PHENOXYETHANOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CITRIC ACID, LIMONENE, LINALOOL, HEXAMETHYLINDANOPYRAN, LINALYL ACETATE, GLYCERIN, LACTIC ACID, SERINE, SODIUM LACTATE, SORBITOL, TEA-LACTATE, UREA, BENZYL SALICYLATE, ALPHA-ISOMETHYL IONONE, PINENE, CITRONELLOL, COUMARIN, SODIUM CHLORIDE, SODIUM BENZOATE, CITRUS LIMON (LEMON) PEEL OIL, POGOSTEMON CABLIN OIL, ALLANTOIN",yes,yes
